INCI name,Hair penalty,Body penalty,Face penalty,Oral cavity penalty,Makeup penalty,Babies penalty,Classification,Functions,Origin
ISOEUGENOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Perfuming: Used for perfume and aromatic raw materials', 'Flavouring agent: Gives an aroma to the cosmetic product']","['Natural', 'Synthetic']"
ISOEUGENYL ACETATE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],[]
ISOHEXADECANE,Medium,Medium,Medium,Medium,Medium,Medium,['Mineral oil'],"['Emollient: Softens and smoothes the skin', 'Solvent: Dissolves other substances']",[]
ISONONYL ISONONANOATE,None,None,None,None,None,None,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",[]
ISOPROPYL ALCOHOL,Low,Low,Low,Low,Low,Low,['Alcohol'],"['Antifoaming: Removes foam during manufacturing / reduces foam formation in liquid finished products', 'Solvent: Dissolves other substances', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics', 'Perfuming: Used for perfume and aromatic raw materials']",['Synthetic']
ISOPROPYL BENZOATE,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",[]
ISOPROPYL CLOPROSTENATE,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",[]
ISOPROPYL MYRISTATE,None,None,None,None,None,None,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
ISOPROPYL PALMITATE,None,None,None,None,None,None,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']","['Vegetal', 'Synthetic']"
ISOPROPYLAMINE DODECYLBENZENESULFONATE,Medium,Medium,Medium,Medium,Medium,Medium,['Regulated'],"['Cleansing: Helps to keep a clean surface', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
ISOPROPYLIDENEDIPHENYL BISOXYHYDROXYPROPYL METHACRYLATE,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Film forming: Produces a continuous film on skin, hair or nails']",[]
ISOPROPYLPARABEN,Strong,Strong,Strong,Strong,Strong,Strong,"['Paraben', 'Suspected endocrine disruptor', 'Regulated', 'Preservative', 'Forbidden in Europe']",['Preservative: Inhibits the development of microorganisms in cosmetic products'],['Synthetic']
ISOSORBIDE DICAPRYLATE/CAPRATE,None,None,None,None,None,None,[],"['Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked']","['Vegetal', 'Synthetic']"
ISOSTEARAMIDOPROPYL MORPHOLINE LACTATE,Medium,Medium,Medium,Medium,Medium,Medium,[],['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface'],[]
ISOSTEARYL ALCOHOL,None,None,None,None,None,None,['Fatty alcohol'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']","['Vegetal', 'Synthetic']"
JANIA RUBENS EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
JASMINUM GRANDIFLORUM FLOWER CERA,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JASMINUM GRANDIFLORUM FLOWER EXTRACT,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JASMINUM GRANDIFLORUM FLOWER WAX,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
JASMINUM GRANDIFLORUM LEAF EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Skin conditioning: Maintains skin in good condition']",[]
JASMINUM GRANDIFLORUM STEM EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],[],[]
JASMINUM OFFICINALE EXTRACT,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
JASMINUM OFFICINALE FLOWER,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JASMINUM OFFICINALE FLOWER CERA,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
JASMINUM OFFICINALE FLOWER EXTRACT,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JASMINUM OFFICINALE FLOWER OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']",['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
JASMINUM OFFICINALE FLOWER POWDER,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JASMINUM OFFICINALE FLOWER WATER,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
JASMINUM OFFICINALE FLOWER/LEAF EXTRACT,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JASMINUM OFFICINALE OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JOJOBA ESTERS,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
JUGLANS REGIA LEAF EXTRACT,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Astringent: Helps tighten skin pores', 'Bulking: Reduces apparent cosmetics density', 'Cleansing: Helps to keep a clean surface', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
JUGLANS REGIA SEED EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JUGLANS REGIA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JUGLANS REGIA SHELL EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JUGLANS REGIA SHELL POWDER,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine']",['Vegetal']
JUNIPERUS COMMUNIS BRANCH/FRUIT/LEAF EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
JUNIPERUS COMMUNIS FRUIT EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JUNIPERUS COMMUNIS FRUIT OIL,None,None,None,None,None,None,['Essential oil'],"['Astringent: Helps tighten skin pores', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JUNIPERUS MEXICANA OIL,None,None,None,None,None,None,['Essential oil'],['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
JUNIPERUS OXYCEDRUS WOOD OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
JUNIPERUS VIRGINIANA OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
JUNIPERUS VIRGINIANA WOOD OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']",['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
KAOLIN,None,None,None,None,None,None,['Regulated'],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics']",['Mineral']
KOJIC ACID,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Bleaching: Lightens hair and complexion shades']",[]
L-CARVONE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
L-LIMONENE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
L-MENTHOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
LAC,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
LACTIC ACID,None,None,None,None,None,None,[],"['pH regulator: Stabilises the pH of cosmetics', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition']","['Vegetal', 'Animal', 'Synthetic']"
LACTIS PROTEINUM,None,None,None,None,None,None,[],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Animal']
LACTOBACILLUS/CHRYSANTHEMUM SINENSE FLOWER FERMENT FILTRATE,None,None,None,None,None,None,[],[],['Vegetal']
LACTOBACILLUS/CITRUS JUNOS FRUIT FERMENT FILTRATE,None,None,None,None,None,None,[],[],['Vegetal']
LACTOBACILLUS/NELUMBO NUCIFERA FLOWER FERMENT FILTRATE,None,None,None,None,None,None,[],[],['Vegetal']
LACTOBACILLUS/TARAXACUM OFFICINALE (DANDELION) RHIZOME/ROOT FERMENT FILTRATE,None,None,None,None,None,None,[],[],['Vegetal']
LACTOFLAVIN,Low,Low,Low,Low,Low,Low,"['Regulated', 'Hair dye']",['Cosmetic colorant: Color cosmetics and / or give a color to the skin'],[]
LAMBDA-CARRAGEENAN,None,None,None,None,None,None,"['Sulphate', 'Natural or hemisynthesis polymer']",[],['Vegetal']
LAMINARIA DIGITATA EXTRACT,None,None,None,None,None,None,[],['Skin protecting: Helps to avoid the harmful effects of external factors on the skin'],['Vegetal']
LAMINARIA OCHROLEUCA EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
LAMINARIA SACCHARINA EXTRACT,None,None,None,None,None,None,[],['Skin protecting: Helps to avoid the harmful effects of external factors on the skin'],['Vegetal']
LAMIUM ALBUM EXTRACT,None,None,None,None,None,None,[],"['Astringent: Helps tighten skin pores', 'Masking: Reduces or inhibits the odor or basic taste of the product']",['Vegetal']
LANOLIN,None,None,None,None,None,None,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Emollient: Softens and smoothes the skin', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",['Animal']
LANOLIN ALCOHOL,None,None,None,None,None,None,['Fatty alcohol'],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']","['Animal', 'Synthetic']"
LANOLIN CERA,None,None,None,None,None,None,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Film forming: Produces a continuous film on skin, hair or nails', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Animal']
LANOLIN OIL,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",['Animal']
LAURAMIDOPROPYL BETAINE,Medium,Medium,Medium,Medium,Medium,Medium,"['Quaternary ammonium cation', 'Propoxylated compound', 'Amphoteric surfactant']","['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Cleansing: Helps to keep a clean surface', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
